protein_id	specimen_id	lower_limit_of_quantitation	protein_expression	quality_control	unit	upper_limit_of_quantitation
P14210	670	0.23842	92.22633	Pass	PG/ML	15624.99995
P49771	670	0.95367	89.75533	Pass	PG/ML	3906.25003
Q96PD4	670	0.23842	0.98321	Pass	PG/ML	3906.24998
P13232	670	0.23842	0.48735	Pass	PG/ML	1953.125
P35225	670	0.47684	0.83564	Pass	PG/ML	15625.00001
Q14116	670	0.95367	156.18099	Pass	PG/ML	15624.99996
Q99616	670	0.0596	166.06344	Pass	PG/ML	1953.125
P50591	670	0.95367	389.79975	Pass	PG/ML	7812.5
P02778	670	0.11921	60.82042	Pass	PG/ML	1953.12501
P01579	670	0.0298	0.17613	Pass	PG/ML	3906.25001
P22301	670	0.11921	6.60907	Pass	PG/ML	31250.00005
Q99731	670	0.95367	152.71549	Pass	PG/ML	1953.125
P01375	670	3.8147	9.66749	Pass	PG/ML	15625.00004
P40933	670	0.11921	9.98851	Pass	PG/ML	15624.99998
P10147	670	0.0298	3.44402	Pass	PG/ML	1953.125
P10145	670	0.23842	4.77575	Pass	PG/ML	1953.125
P39900	670	7.62939	356.44988	Pass	PG/ML	15624.9999
P04141	670	0.23842	0.23027	Pass	PG/ML	7812.50002
P09919	670	7.62939	54.81242	Pass	PG/ML	62500.00009
P15692	670	0.47684	179.09393	Pass	PG/ML	7812.50003
Q9P0M4	670	1.90735	17.14017	Pass	PG/ML	7812.5
P01133	670	0.47684	100.10668	Pass	PG/ML	976.5625
P13500	670	0.23842	339.87345	Pass	PG/ML	3906.25002
Q16552	670	0.11921	0.36498	Pass	PG/ML	15625.00005
P13725	670	0.11921	1.62684	Pass	PG/ML	1953.125
P09603	670	0.23842	119.65318	Pass	PG/ML	3906.24999
P13236	670	0.11921	43.9966	Pass	PG/ML	3906.25001
O14625	670	0.11921	282.78701	Pass	PG/ML	1953.12499
P01374	670	0.11921	5.97162	Pass	PG/ML	3906.25001
P80098	670	0.11921	1.54427	Pass	PG/ML	1953.125
P03956	670	0.95367	603.55566	Pass	PG/ML	7812.49998
P80075	516	0.0298	46.13471	Pass	PG/ML	1953.125
O95760	516	0.23842	0.12615	Pass	PG/ML	7812.50001
P48061	516	30.51758	113.80378	Pass	PG/ML	31249.99966
P78380	516	0.95367	206.63782	Pass	PG/ML	3906.25002
Q8NEV9_Q14213	516	0.23842	7.14277	Pass	PG/ML	31250.0
P60568	516	0.11921	nan	Pass	PG/ML	3906.25003
Q07325	516	0.11921	35.50843	Pass	PG/ML	1953.12499
P01135	516	0.47684	6.66027	Pass	PG/ML	1953.12499
P01584	516	0.19073	0.04746	Pass	PG/ML	3125.00001
P05231	516	0.0596	8.74439	Pass	PG/ML	3906.25
P05112	516	0.0596	0.012	Pass	PG/ML	3906.25
O43508	516	3.8147	271.80219	Pass	PG/ML	15625.00004
Q969D9	516	0.47684	0.029	Pass	PG/ML	7812.50001
P51671	516	0.23842	189.85821	Pass	PG/ML	15624.99998
P14210	516	0.23842	130.38834	Pass	PG/ML	15624.99995
P49771	516	0.95367	94.51339	Pass	PG/ML	3906.25003
Q96PD4	516	0.23842	0.02775	Pass	PG/ML	3906.24998
P13232	516	0.23842	0.92444	Pass	PG/ML	1953.125
P35225	516	0.47684	0.07569	Pass	PG/ML	15625.00001
Q14116	516	0.95367	304.92117	Pass	PG/ML	15624.99996
Q99616	516	0.0596	270.59618	Pass	PG/ML	1953.125
P50591	516	0.95367	282.29081	Pass	PG/ML	7812.5
P02778	516	0.11921	77.33653	Pass	PG/ML	1953.12501
P01579	516	0.0298	0.23572	Pass	PG/ML	3906.25001
P22301	516	0.11921	6.03879	Pass	PG/ML	31250.00005
Q99731	516	0.95367	66.48216	Pass	PG/ML	1953.125
P01375	516	3.8147	11.17766	Pass	PG/ML	15625.00004
P40933	516	0.11921	10.77374	Pass	PG/ML	15624.99998
P10147	516	0.0298	5.29075	Pass	PG/ML	1953.125
P10145	516	0.23842	5.99151	Pass	PG/ML	1953.125
P39900	516	7.62939	134.52278	Pass	PG/ML	15624.9999
P04141	516	0.23842	0.09742	Pass	PG/ML	7812.50002
P09919	516	7.62939	396.99216	Pass	PG/ML	62500.00009
P15692	516	0.47684	233.1448	Pass	PG/ML	7812.50003
Q9P0M4	516	1.90735	7.12614	Pass	PG/ML	7812.5
P01133	516	0.47684	46.00022	Pass	PG/ML	976.5625
P13500	516	0.23842	264.1422	Pass	PG/ML	3906.25002
Q16552	516	0.11921	0.08548	Pass	PG/ML	15625.00005
P13725	516	0.11921	4.96306	Pass	PG/ML	1953.125
P09603	516	0.23842	142.69577	Pass	PG/ML	3906.24999
P13236	516	0.11921	69.18748	Pass	PG/ML	3906.25001
O14625	516	0.11921	293.61336	Pass	PG/ML	1953.12499
P01374	516	0.11921	5.9034	Pass	PG/ML	3906.25001
P80098	516	0.11921	4.1288	Pass	PG/ML	1953.125
P03956	516	0.95367	404.33603	Pass	PG/ML	7812.49998
P80075	523	0.0298	33.96012	Pass	PG/ML	1953.125
O95760	523	0.23842	0.05896	Pass	PG/ML	7812.50001
P48061	523	30.51758	143.84884	Pass	PG/ML	31249.99966
P78380	523	0.95367	360.94415	Pass	PG/ML	3906.25002
Q8NEV9_Q14213	523	0.23842	5.41766	Pass	PG/ML	31250.0
P60568	523	0.11921	0.02064	Pass	PG/ML	3906.25003
Q07325	523	0.11921	90.45102	Pass	PG/ML	1953.12499
P01135	523	0.47684	7.55329	Pass	PG/ML	1953.12499
P01584	523	0.19073	0.065	Pass	PG/ML	3125.00001
P05231	523	0.0596	4.15914	Pass	PG/ML	3906.25
P05112	523	0.0596	0.00978	Pass	PG/ML	3906.25
O43508	523	3.8147	285.99282	Pass	PG/ML	15625.00004
Q969D9	523	0.47684	0.09058	Pass	PG/ML	7812.50001
P51671	523	0.23842	281.13513	Pass	PG/ML	15624.99998
P14210	523	0.23842	262.09415	Pass	PG/ML	15624.99995
P49771	523	0.95367	116.5216	Pass	PG/ML	3906.25003
Q96PD4	523	0.23842	1.46477	Pass	PG/ML	3906.24998
P13232	523	0.23842	0.45439	Pass	PG/ML	1953.125
P35225	523	0.47684	0.05817	Pass	PG/ML	15625.00001
Q14116	523	0.95367	295.74127	Pass	PG/ML	15624.99996
Q99616	523	0.0596	674.75726	Pass	PG/ML	1953.125
P50591	523	0.95367	377.27778	Pass	PG/ML	7812.5
P02778	523	0.11921	161.97813	Pass	PG/ML	1953.12501
P01579	523	0.0298	0.64587	Pass	PG/ML	3906.25001
P22301	523	0.11921	8.60927	Pass	PG/ML	31250.00005
Q99731	523	0.95367	152.97346	Pass	PG/ML	1953.125
P01375	523	3.8147	14.14579	Pass	PG/ML	15625.00004
P40933	523	0.11921	13.34089	Pass	PG/ML	15624.99998
P10147	523	0.0298	8.51842	Pass	PG/ML	1953.125
P10145	523	0.23842	12.91942	Pass	PG/ML	1953.125
P39900	523	7.62939	492.88267	Pass	PG/ML	15624.9999
P04141	523	0.23842	0.23279	Pass	PG/ML	7812.50002
P09919	523	7.62939	115.01312	Pass	PG/ML	62500.00009
P15692	523	0.47684	234.27153	Pass	PG/ML	7812.50003
Q9P0M4	523	1.90735	11.80691	Pass	PG/ML	7812.5
P01133	523	0.47684	77.61197	Pass	PG/ML	976.5625
P13500	523	0.23842	374.18813	Pass	PG/ML	3906.25002
Q16552	523	0.11921	0.42916	Pass	PG/ML	15625.00005
P13725	523	0.11921	5.78797	Pass	PG/ML	1953.125
P09603	523	0.23842	133.36256	Pass	PG/ML	3906.24999
P13236	523	0.11921	102.76035	Pass	PG/ML	3906.25001
O14625	523	0.11921	670.69653	Pass	PG/ML	1953.12499
P01374	523	0.11921	7.11885	Pass	PG/ML	3906.25001
P80098	523	0.11921	8.25002	Pass	PG/ML	1953.125
P03956	523	0.95367	413.84764	Pass	PG/ML	7812.49998
P80075	565	0.0298	18.95689	Pass	PG/ML	1953.125
O95760	565	0.23842	0.06985	Pass	PG/ML	7812.50001
P48061	565	30.51758	152.38672	Pass	PG/ML	31249.99966
P78380	565	0.95367	49.68518	Pass	PG/ML	3906.25002
Q8NEV9_Q14213	565	0.23842	4.25949	Pass	PG/ML	31250.0
P60568	565	0.11921	0.01351	Pass	PG/ML	3906.25003
Q07325	565	0.11921	43.02711	Pass	PG/ML	1953.12499
P01135	565	0.47684	3.65583	Pass	PG/ML	1953.12499
P01584	565	0.19073	0.05977	Pass	PG/ML	3125.00001
P05231	565	0.0596	0.77376	Pass	PG/ML	3906.25
P05112	565	0.0596	0.00795	Pass	PG/ML	3906.25
O43508	565	3.8147	244.25613	Pass	PG/ML	15625.00004
Q969D9	565	0.47684	0.0607	Pass	PG/ML	7812.50001
P51671	565	0.23842	226.0909	Pass	PG/ML	15624.99998
P14210	565	0.23842	93.87078	Pass	PG/ML	15624.99995
P49771	565	0.95367	94.59427	Pass	PG/ML	3906.25003
Q96PD4	565	0.23842	0.4206	Pass	PG/ML	3906.24998
P13232	565	0.23842	0.69661	Pass	PG/ML	1953.125
P35225	565	0.47684	0.03242	Pass	PG/ML	15625.00001
Q14116	565	0.95367	168.54503	Pass	PG/ML	15624.99996
Q99616	565	0.0596	202.15673	Pass	PG/ML	1953.125
P50591	565	0.95367	287.27192	Pass	PG/ML	7812.5
P02778	565	0.11921	57.8176	Pass	PG/ML	1953.12501
P01579	565	0.0298	0.22498	Pass	PG/ML	3906.25001
P22301	565	0.11921	4.64264	Pass	PG/ML	31250.00005
Q99731	565	0.95367	104.70415	Pass	PG/ML	1953.125
P01375	565	3.8147	8.33517	Pass	PG/ML	15625.00004
P40933	565	0.11921	8.59648	Pass	PG/ML	15624.99998
P10147	565	0.0298	4.64003	Pass	PG/ML	1953.125
P10145	565	0.23842	5.73068	Pass	PG/ML	1953.125
P39900	565	7.62939	213.09177	Pass	PG/ML	15624.9999
P04141	565	0.23842	0.07531	Pass	PG/ML	7812.50002
P09919	565	7.62939	51.14335	Pass	PG/ML	62500.00009
P15692	565	0.47684	205.80948	Pass	PG/ML	7812.50003
Q9P0M4	565	1.90735	15.56651	Pass	PG/ML	7812.5
P01133	565	0.47684	171.06615	Pass	PG/ML	976.5625
P13500	565	0.23842	202.58411	Pass	PG/ML	3906.25002
Q16552	565	0.11921	0.55708	Pass	PG/ML	15625.00005
P13725	565	0.11921	1.33574	Pass	PG/ML	1953.125
P09603	565	0.23842	116.22365	Pass	PG/ML	3906.24999
P13236	565	0.11921	55.60445	Pass	PG/ML	3906.25001
O14625	565	0.11921	371.65903	Pass	PG/ML	1953.12499
P01374	565	0.11921	8.7268	Pass	PG/ML	3906.25001
P80098	565	0.11921	2.05826	Pass	PG/ML	1953.125
P03956	565	0.95367	857.57295	Pass	PG/ML	7812.49998
P80075	571	0.0298	10.60129	Pass	PG/ML	1953.125
O95760	571	0.23842	0.37376	Pass	PG/ML	7812.50001
P48061	571	30.51758	150.63569	Pass	PG/ML	31249.99966
P78380	571	0.95367	33.00921	Pass	PG/ML	3906.25002
Q8NEV9_Q14213	571	0.23842	4.28895	Pass	PG/ML	31250.0
P60568	571	0.11921	0.00703	Pass	PG/ML	3906.25003
Q07325	571	0.11921	74.16932	Pass	PG/ML	1953.12499
P01135	571	0.47684	3.50587	Pass	PG/ML	1953.12499
P01584	571	0.19073	0.04533	Pass	PG/ML	3125.00001
P05231	571	0.0596	1.18642	Pass	PG/ML	3906.25
P05112	571	0.0596	0.01005	Pass	PG/ML	3906.25
O43508	571	3.8147	428.80443	Pass	PG/ML	15625.00004
Q969D9	571	0.47684	nan	Pass	PG/ML	7812.50001
P51671	571	0.23842	320.1785	Pass	PG/ML	15624.99998
P14210	571	0.23842	91.0115	Pass	PG/ML	15624.99995
P49771	571	0.95367	140.88722	Pass	PG/ML	3906.25003
Q96PD4	571	0.23842	0.18257	Pass	PG/ML	3906.24998
P13232	571	0.23842	0.56387	Pass	PG/ML	1953.125
P35225	571	0.47684	0.02974	Pass	PG/ML	15625.00001
Q14116	571	0.95367	254.16843	Pass	PG/ML	15624.99996
Q99616	571	0.0596	536.04606	Pass	PG/ML	1953.125
P50591	571	0.95367	365.03162	Pass	PG/ML	7812.5
P02778	571	0.11921	71.02026	Pass	PG/ML	1953.12501
P01579	571	0.0298	0.42191	Pass	PG/ML	3906.25001
P22301	571	0.11921	5.49437	Pass	PG/ML	31250.00005
Q99731	571	0.95367	149.89703	Pass	PG/ML	1953.125
P01375	571	3.8147	9.64429	Pass	PG/ML	15625.00004
P40933	571	0.11921	8.31422	Pass	PG/ML	15624.99998
P10147	571	0.0298	3.44672	Pass	PG/ML	1953.125
P10145	571	0.23842	3.51871	Pass	PG/ML	1953.125
P39900	571	7.62939	240.90891	Pass	PG/ML	15624.9999
P04141	571	0.23842	0.17042	Pass	PG/ML	7812.50002
P09919	571	7.62939	56.26363	Pass	PG/ML	62500.00009
P15692	571	0.47684	144.13824	Pass	PG/ML	7812.50003
Q9P0M4	571	1.90735	14.40555	Pass	PG/ML	7812.5
P01133	571	0.47684	74.47993	Pass	PG/ML	976.5625
P13500	571	0.23842	267.21322	Pass	PG/ML	3906.25002
Q16552	571	0.11921	0.38511	Pass	PG/ML	15625.00005
P13725	571	0.11921	0.77923	Pass	PG/ML	1953.125
P09603	571	0.23842	124.24056	Pass	PG/ML	3906.24999
P13236	571	0.11921	58.76045	Pass	PG/ML	3906.25001
O14625	571	0.11921	562.5187	Pass	PG/ML	1953.12499
P01374	571	0.11921	9.45109	Pass	PG/ML	3906.25001
P80098	571	0.11921	1.63399	Pass	PG/ML	1953.125
P03956	571	0.95367	511.82299	Pass	PG/ML	7812.49998
P80075	572	0.0298	10.24639	Pass	PG/ML	1953.125
O95760	572	0.23842	0.42831	Pass	PG/ML	7812.50001
P48061	572	30.51758	142.62955	Pass	PG/ML	31249.99966
P78380	572	0.95367	40.34458	Pass	PG/ML	3906.25002
Q8NEV9_Q14213	572	0.23842	4.20761	Pass	PG/ML	31250.0
P60568	572	0.11921	0.00451	Pass	PG/ML	3906.25003
Q07325	572	0.11921	62.13644	Pass	PG/ML	1953.12499
P01135	572	0.47684	3.70035	Pass	PG/ML	1953.12499
P01584	572	0.19073	0.03024	Pass	PG/ML	3125.00001
P05231	572	0.0596	0.86749	Pass	PG/ML	3906.25
P05112	572	0.0596	0.0112	Pass	PG/ML	3906.25
O43508	572	3.8147	452.46957	Pass	PG/ML	15625.00004
Q969D9	572	0.47684	0.00682	Pass	PG/ML	7812.50001
P51671	572	0.23842	334.82101	Pass	PG/ML	15624.99998
P14210	572	0.23842	94.11025	Pass	PG/ML	15624.99995
P49771	572	0.95367	93.22999	Pass	PG/ML	3906.25003
Q96PD4	572	0.23842	0.14854	Pass	PG/ML	3906.24998
P13232	572	0.23842	0.68006	Pass	PG/ML	1953.125
P35225	572	0.47684	0.03957	Pass	PG/ML	15625.00001
Q14116	572	0.95367	269.93329	Pass	PG/ML	15624.99996
Q99616	572	0.0596	536.03308	Pass	PG/ML	1953.125
P50591	572	0.95367	370.69739	Pass	PG/ML	7812.5
P02778	572	0.11921	50.41102	Pass	PG/ML	1953.12501
P01579	572	0.0298	0.21474	Pass	PG/ML	3906.25001
P22301	572	0.11921	5.61749	Pass	PG/ML	31250.00005
Q99731	572	0.95367	134.8879	Pass	PG/ML	1953.125
P01375	572	3.8147	9.5416	Pass	PG/ML	15625.00004
P40933	572	0.11921	7.16333	Pass	PG/ML	15624.99998
P10147	572	0.0298	3.35907	Pass	PG/ML	1953.125
P10145	572	0.23842	4.63233	Pass	PG/ML	1953.125
P39900	572	7.62939	230.48533	Pass	PG/ML	15624.9999
P04141	572	0.23842	0.14235	Pass	PG/ML	7812.50002
P09919	572	7.62939	76.52302	Pass	PG/ML	62500.00009
P15692	572	0.47684	152.44044	Pass	PG/ML	7812.50003
Q9P0M4	572	1.90735	21.28446	Pass	PG/ML	7812.5
P01133	572	0.47684	93.82208	Pass	PG/ML	976.5625
P13500	572	0.23842	248.47902	Pass	PG/ML	3906.25002
Q16552	572	0.11921	0.49364	Pass	PG/ML	15625.00005
P13725	572	0.11921	0.85171	Pass	PG/ML	1953.125
P09603	572	0.23842	108.14233	Pass	PG/ML	3906.24999
P13236	572	0.11921	62.77671	Pass	PG/ML	3906.25001
O14625	572	0.11921	453.4698	Pass	PG/ML	1953.12499
P01374	572	0.11921	9.82449	Pass	PG/ML	3906.25001
P80098	572	0.11921	1.70607	Pass	PG/ML	1953.125
P03956	572	0.95367	393.49448	Pass	PG/ML	7812.49998
P80075	659	0.0298	26.40873	Pass	PG/ML	1953.125
O95760	659	0.23842	0.10778	Pass	PG/ML	7812.50001
P48061	659	30.51758	336.68107	Pass	PG/ML	31249.99966
P78380	659	0.95367	82.5688	Pass	PG/ML	3906.25002
Q8NEV9_Q14213	659	0.23842	8.76273	Pass	PG/ML	31250.0
P60568	659	0.11921	0.01234	Pass	PG/ML	3906.25003
Q07325	659	0.11921	31.96362	Pass	PG/ML	1953.12499
P01135	659	0.47684	4.74122	Pass	PG/ML	1953.12499
P01584	659	0.19073	0.05546	Pass	PG/ML	3125.00001
P05231	659	0.0596	0.69673	Pass	PG/ML	3906.25
P05112	659	0.0596	0.01086	Pass	PG/ML	3906.25
O43508	659	3.8147	256.50653	Pass	PG/ML	15625.00004
Q969D9	659	0.47684	0.08473	Pass	PG/ML	7812.50001
P51671	659	0.23842	112.14743	Pass	PG/ML	15624.99998
P14210	659	0.23842	101.81142	Pass	PG/ML	15624.99995
P49771	659	0.95367	67.55865	Pass	PG/ML	3906.25003
Q96PD4	659	0.23842	1.63008	Pass	PG/ML	3906.24998
P13232	659	0.23842	0.79429	Pass	PG/ML	1953.125
P35225	659	0.47684	0.14433	Pass	PG/ML	15625.00001
Q14116	659	0.95367	163.69624	Pass	PG/ML	15624.99996
Q99616	659	0.0596	88.55227	Pass	PG/ML	1953.125
P50591	659	0.95367	261.57715	Pass	PG/ML	7812.5
P02778	659	0.11921	44.59509	Pass	PG/ML	1953.12501
P01579	659	0.0298	0.13495	Pass	PG/ML	3906.25001
P22301	659	0.11921	3.45432	Pass	PG/ML	31250.00005
Q99731	659	0.95367	97.06059	Pass	PG/ML	1953.125
P01375	659	3.8147	14.71402	Pass	PG/ML	15625.00004
P40933	659	0.11921	9.92391	Pass	PG/ML	15624.99998
P10147	659	0.0298	3.68547	Pass	PG/ML	1953.125
P10145	659	0.23842	3.59187	Pass	PG/ML	1953.125
P39900	659	7.62939	128.93577	Pass	PG/ML	15624.9999
P04141	659	0.23842	0.13184	Pass	PG/ML	7812.50002
P09919	659	7.62939	34.32716	Pass	PG/ML	62500.00009
P15692	659	0.47684	130.82102	Pass	PG/ML	7812.50003
Q9P0M4	659	1.90735	13.07707	Pass	PG/ML	7812.5
P01133	659	0.47684	86.41032	Pass	PG/ML	976.5625
P13500	659	0.23842	144.0616	Pass	PG/ML	3906.25002
Q16552	659	0.11921	0.18592	Pass	PG/ML	15625.00005
P13725	659	0.11921	1.90481	Pass	PG/ML	1953.125
P09603	659	0.23842	105.21948	Pass	PG/ML	3906.24999
P13236	659	0.11921	60.10671	Pass	PG/ML	3906.25001
O14625	659	0.11921	346.90134	Pass	PG/ML	1953.12499
P01374	659	0.11921	8.32975	Pass	PG/ML	3906.25001
P80098	659	0.11921	1.13636	Pass	PG/ML	1953.125
P03956	659	0.95367	810.79417	Pass	PG/ML	7812.49998
P80075	657	0.0298	36.76542	Pass	PG/ML	1953.125
O95760	657	0.23842	0.13751	Pass	PG/ML	7812.50001
P48061	657	30.51758	428.46805	Pass	PG/ML	31249.99966
P78380	657	0.95367	55.09262	Pass	PG/ML	3906.25002
Q8NEV9_Q14213	657	0.23842	6.38945	Pass	PG/ML	31250.0
P60568	657	0.11921	0.01789	Pass	PG/ML	3906.25003
Q07325	657	0.11921	33.27698	Pass	PG/ML	1953.12499
P01135	657	0.47684	4.79636	Pass	PG/ML	1953.12499
P01584	657	0.19073	0.18226	Pass	PG/ML	3125.00001
P05231	657	0.0596	0.85511	Pass	PG/ML	3906.25
P05112	657	0.0596	0.01066	Pass	PG/ML	3906.25
O43508	657	3.8147	296.0011	Pass	PG/ML	15625.00004
Q969D9	657	0.47684	0.05485	Pass	PG/ML	7812.50001
P51671	657	0.23842	109.03321	Pass	PG/ML	15624.99998
P14210	657	0.23842	95.44325	Pass	PG/ML	15624.99995
P49771	657	0.95367	70.13849	Pass	PG/ML	3906.25003
Q96PD4	657	0.23842	2.62975	Pass	PG/ML	3906.24998
P13232	657	0.23842	1.35391	Pass	PG/ML	1953.125
P35225	657	0.47684	0.20482	Pass	PG/ML	15625.00001
Q14116	657	0.95367	244.18676	Pass	PG/ML	15624.99996
Q99616	657	0.0596	100.61886	Pass	PG/ML	1953.125
P50591	657	0.95367	248.16287	Pass	PG/ML	7812.5
P02778	657	0.11921	47.3589	Pass	PG/ML	1953.12501
P01579	657	0.0298	0.1431	Pass	PG/ML	3906.25001
P22301	657	0.11921	3.70902	Pass	PG/ML	31250.00005
Q99731	657	0.95367	90.5754	Pass	PG/ML	1953.125
P01375	657	3.8147	16.51978	Pass	PG/ML	15625.00004
P40933	657	0.11921	10.87809	Pass	PG/ML	15624.99998
P10147	657	0.0298	4.27078	Pass	PG/ML	1953.125
P10145	657	0.23842	3.74304	Pass	PG/ML	1953.125
P39900	657	7.62939	131.8724	Pass	PG/ML	15624.9999
P04141	657	0.23842	0.13005	Pass	PG/ML	7812.50002
P09919	657	7.62939	52.99763	Pass	PG/ML	62500.00009
P15692	657	0.47684	156.48176	Pass	PG/ML	7812.50003
Q9P0M4	657	1.90735	11.34215	Pass	PG/ML	7812.5
P01133	657	0.47684	344.51467	Pass	PG/ML	976.5625
P13500	657	0.23842	128.49933	Pass	PG/ML	3906.25002
Q16552	657	0.11921	0.25671	Pass	PG/ML	15625.00005
P13725	657	0.11921	1.03079	Pass	PG/ML	1953.125
P09603	657	0.23842	141.75138	Pass	PG/ML	3906.24999
P13236	657	0.11921	76.06478	Pass	PG/ML	3906.25001
O14625	657	0.11921	360.75439	Pass	PG/ML	1953.12499
P01374	657	0.11921	8.59069	Pass	PG/ML	3906.25001
P80098	657	0.11921	0.77348	Pass	PG/ML	1953.125
P03956	657	0.95367	2450.78003	Pass	PG/ML	7812.49998
P80075	719	0.0298	61.28856	Pass	PG/ML	1953.125
O95760	719	0.23842	0.11112	Pass	PG/ML	7812.50001
P48061	719	30.51758	152.41519	Pass	PG/ML	31249.99966
P78380	719	0.95367	51.76313	Pass	PG/ML	3906.25002
Q8NEV9_Q14213	719	0.23842	0.94482	Pass	PG/ML	31250.0
P60568	719	0.11921	0.00701	Pass	PG/ML	3906.25003
Q07325	719	0.11921	46.12126	Pass	PG/ML	1953.12499
P01135	719	0.47684	4.75153	Pass	PG/ML	1953.12499
P01584	719	0.19073	0.14438	Pass	PG/ML	3125.00001
P05231	719	0.0596	2.10431	Pass	PG/ML	3906.25
P05112	719	0.0596	0.0094	Pass	PG/ML	3906.25
O43508	719	3.8147	437.19287	Pass	PG/ML	15625.00004
Q969D9	719	0.47684	0.00589	Pass	PG/ML	7812.50001
P51671	719	0.23842	183.06873	Pass	PG/ML	15624.99998
P14210	719	0.23842	129.97714	Pass	PG/ML	15624.99995
P49771	719	0.95367	68.24708	Pass	PG/ML	3906.25003
Q96PD4	719	0.23842	0.3859	Pass	PG/ML	3906.24998
P13232	719	0.23842	1.14762	Pass	PG/ML	1953.125
P35225	719	0.47684	17.90353	Pass	PG/ML	15625.00001
Q14116	719	0.95367	241.46534	Pass	PG/ML	15624.99996
Q99616	719	0.0596	446.21802	Pass	PG/ML	1953.125
P50591	719	0.95367	510.63741	Pass	PG/ML	7812.5
P02778	719	0.11921	79.55641	Pass	PG/ML	1953.12501
P01579	719	0.0298	0.37385	Pass	PG/ML	3906.25001
P22301	719	0.11921	4.05769	Pass	PG/ML	31250.00005
Q99731	719	0.95367	123.92782	Pass	PG/ML	1953.125
P01375	719	3.8147	15.63013	Pass	PG/ML	15625.00004
P40933	719	0.11921	11.28638	Pass	PG/ML	15624.99998
P10147	719	0.0298	4.28511	Pass	PG/ML	1953.125
P10145	719	0.23842	3.40625	Pass	PG/ML	1953.125
P39900	719	7.62939	211.22756	Pass	PG/ML	15624.9999
P04141	719	0.23842	0.16526	Pass	PG/ML	7812.50002
P09919	719	7.62939	136.7055	Pass	PG/ML	62500.00009
P15692	719	0.47684	219.08888	Pass	PG/ML	7812.50003
Q9P0M4	719	1.90735	7.38264	Pass	PG/ML	7812.5
P01133	719	0.47684	281.20352	Pass	PG/ML	976.5625
P13500	719	0.23842	246.42574	Pass	PG/ML	3906.25002
Q16552	719	0.11921	0.18547	Pass	PG/ML	15625.00005
P13725	719	0.11921	1.1107	Pass	PG/ML	1953.125
P09603	719	0.23842	127.98096	Pass	PG/ML	3906.24999
P13236	719	0.11921	63.88021	Pass	PG/ML	3906.25001
O14625	719	0.11921	307.40232	Pass	PG/ML	1953.12499
P01374	719	0.11921	10.37097	Pass	PG/ML	3906.25001
P80098	719	0.11921	2.16449	Pass	PG/ML	1953.125
P03956	719	0.95367	451.18039	Pass	PG/ML	7812.49998
P80075	627	0.0298	41.66899	Pass	PG/ML	1953.125
O95760	627	0.23842	0.03183	Pass	PG/ML	7812.50001
P48061	627	30.51758	134.27831	Pass	PG/ML	31249.99966
P78380	627	0.95367	28.27807	Pass	PG/ML	3906.25002
Q8NEV9_Q14213	627	0.23842	1.73815	Pass	PG/ML	31250.0
P60568	627	0.11921	0.00611	Pass	PG/ML	3906.25003
Q07325	627	0.11921	30.594	Pass	PG/ML	1953.12499
P01135	627	0.47684	3.29396	Pass	PG/ML	1953.12499
P01584	627	0.19073	0.03012	Pass	PG/ML	3125.00001
P05231	627	0.0596	1.23583	Pass	PG/ML	3906.25
P05112	627	0.0596	0.01047	Pass	PG/ML	3906.25
O43508	627	3.8147	305.568	Pass	PG/ML	15625.00004
Q969D9	627	0.47684	0.01194	Pass	PG/ML	7812.50001
P51671	627	0.23842	295.85377	Pass	PG/ML	15624.99998
P14210	627	0.23842	94.02432	Pass	PG/ML	15624.99995
P49771	627	0.95367	61.23006	Pass	PG/ML	3906.25003
Q96PD4	627	0.23842	0.17263	Pass	PG/ML	3906.24998
P13232	627	0.23842	0.38103	Pass	PG/ML	1953.125
P35225	627	0.47684	0.12368	Pass	PG/ML	15625.00001
Q14116	627	0.95367	135.43958	Pass	PG/ML	15624.99996
Q99616	627	0.0596	276.21941	Pass	PG/ML	1953.125
P50591	627	0.95367	379.84757	Pass	PG/ML	7812.5
P02778	627	0.11921	41.333	Pass	PG/ML	1953.12501
P01579	627	0.0298	0.10038	Pass	PG/ML	3906.25001
P22301	627	0.11921	3.27876	Pass	PG/ML	31250.00005
Q99731	627	0.95367	78.9874	Pass	PG/ML	1953.125
P01375	627	3.8147	11.39294	Pass	PG/ML	15625.00004
P40933	627	0.11921	6.9782	Pass	PG/ML	15624.99998
P10147	627	0.0298	5.92051	Pass	PG/ML	1953.125
P10145	627	0.23842	5.30933	Pass	PG/ML	1953.125
P39900	627	7.62939	172.47127	Pass	PG/ML	15624.9999
P04141	627	0.23842	0.07583	Pass	PG/ML	7812.50002
P09919	627	7.62939	62.31742	Pass	PG/ML	62500.00009
P15692	627	0.47684	161.1018	Pass	PG/ML	7812.50003
Q9P0M4	627	1.90735	16.384	Pass	PG/ML	7812.5
P01133	627	0.47684	60.89091	Pass	PG/ML	976.5625
P13500	627	0.23842	216.58989	Pass	PG/ML	3906.25002
Q16552	627	0.11921	0.11692	Pass	PG/ML	15625.00005
P13725	627	0.11921	0.49564	Pass	PG/ML	1953.125
P09603	627	0.23842	101.53835	Pass	PG/ML	3906.24999
P13236	627	0.11921	50.93078	Pass	PG/ML	3906.25001
O14625	627	0.11921	266.26178	Pass	PG/ML	1953.12499
